"obs_n";"study_id";"study_name";"effect";"se";"t_stat";"est_agg_city";"est_agg_subregion";"est_agg_region";"est_agg_country";"est_agg_continent";"n_obs";"regressands";"reg_df";"study_size";"years_of_schooling";"years_of_experience";"schooling_years";"schooling_levels";"wage_log_hourly";"wage_log_daily";"wage_log_monthly";"wage_mean_annual_earnings";"data_type_micro";"data_type_survey";"data_type_national_register";"data_cross_section";"data_panel";"data_avgyear";"no_ed";"prim_ed";"sec_ed";"higher_ed";"wage_earners";"self_employed";"gender_male";"gender_female";"private_sector";"public_sector";"ethnicity_caucasian";"ethnicity_other";"sector_rural";"sector_urban";"country";"region_advanced_economies";"region_east_asia_and_pacific";"region_europe_and_central_asia";"region_latin_america_and_caribbean";"region_middle_east_and_north_africa";"region_south_asia";"region_sub_saharan_africa";"income_high";"income_middle";"income_low";"med_exp";"min_wage";"freedom_index";"mean_age";"method_ols";"method_cohort_fe";"method_2sls";"method_heckman";"method_probit";"method_IV";"ability_direct";"ability_proxy";"ability_uncontrolled";"ability_unmentioned";"instr_parents_ed";"instr_distance_to_school";"instr_other";"age_control";"age_sq_control";"exp_control";"exp_sq_control";"ethnicity_control";"health_control";"gender_control";"marriage_control";"occupation_control";"firm_char_control";"area_control";"macro_var_control";"impact_factor";"citations";"published";"unpublished";"pub_year";"X"
945;65;"Van Praag et al. (2013)";5.42;0.25;21.68;0;0;0;1;0;52698;18;52679;24;13.153;8.997;1;0;0;0;0;1;0;1;0;0;1;1981;NA;NA;NA;NA;"1";"0";"0.51700000000000002";"0.48299999999999998";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19368";"1730";0.919;28.15;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;1;0;0;1;0;0.196;166;1;0;34;"X"
946;65;"Van Praag et al. (2013)";5.59;1.3;4.3;0;0;0;1;0;3109;19;3089;24;13.131;9.149;1;0;0;0;0;1;0;1;0;0;1;1981;NA;NA;NA;NA;"0.93799999999999994";"6.2E-2";"0.52400000000000002";"0.47599999999999998";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19368";"1730";0.919;28.28;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;1;0;0.196;166;1;0;34;"X"
947;65;"Van Praag et al. (2013)";4.37;0.29;15.0689655172414;0;0;0;1;0;47336;19;47316;24;13.155;11.055;1;0;0;0;0;1;0;1;0;0;1;1981;NA;NA;NA;NA;"0";"1";"0.63300000000000001";"0.36699999999999999";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19368";"1730";0.919;30.21;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;1;0;0.196;166;1;0;34;"X"
948;65;"Van Praag et al. (2013)";4.43;0.27;16.4074074074074;0;0;0;1;0;50445;19;50425;24;13.153;8.997;1;0;0;0;0;1;0;1;0;0;1;1981;NA;NA;NA;NA;"1";"0";"0.51700000000000002";"0.48299999999999998";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19368";"1730";0.919;28.15;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;1;0;0.196;166;1;0;34;"X"
949;65;"Van Praag et al. (2013)";17.64;5.52;3.19565217391304;0;0;0;1;0;3275;18;3256;24;13.131;9.149;1;0;0;0;0;1;0;1;0;0;1;1981;NA;NA;NA;NA;"0.93799999999999994";"6.2E-2";"0.52400000000000002";"0.47599999999999998";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19368";"1730";0.919;28.28;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;1;0;0.196;166;1;0;34;"X"
950;65;"Van Praag et al. (2013)";12.73;1.18;10.7881355932203;0;0;0;1;0;49423;18;49404;24;13.155;11.055;1;0;0;0;0;1;0;1;0;0;1;1981;NA;NA;NA;NA;"0";"1";"0.63300000000000001";"0.36699999999999999";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19368";"1730";0.919;30.21;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;1;0;0.196;166;1;0;34;"X"
951;65;"Van Praag et al. (2013)";11.27;1.07;10.5327102803738;0;0;0;1;0;52698;18;52679;24;13.153;8.997;1;0;0;0;0;1;0;1;0;0;1;1981;NA;NA;NA;NA;"1";"0";"0.51700000000000002";"0.48299999999999998";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19368";"1730";0.919;28.15;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;1;0;0.196;166;1;0;34;"X"
952;65;"Van Praag et al. (2013)";21.23;5.52;3.84601449275362;0;0;0;1;0;3109;19;3089;24;13.131;9.149;1;0;0;0;0;1;0;1;0;0;1;1981;NA;NA;NA;NA;"0.93799999999999994";"6.2E-2";"0.52400000000000002";"0.47599999999999998";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19368";"1730";0.919;28.28;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;1;0;0.196;166;1;0;34;"X"
953;65;"Van Praag et al. (2013)";11.81;1.63;7.24539877300614;0;0;0;1;0;47336;19;47316;24;13.155;11.055;1;0;0;0;0;1;0;1;0;0;1;1981;NA;NA;NA;NA;"0";"1";"0.63300000000000001";"0.36699999999999999";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19368";"1730";0.919;30.21;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;1;0;0.196;166;1;0;34;"X"
954;65;"Van Praag et al. (2013)";9.99;1.46;6.84246575342466;0;0;0;1;0;50445;19;50425;24;13.153;8.997;1;0;0;0;0;1;0;1;0;0;1;1981;NA;NA;NA;NA;"1";"0";"0.51700000000000002";"0.48299999999999998";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19368";"1730";0.919;28.15;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;1;0;0.196;166;1;0;34;"X"
955;65;"Van Praag et al. (2013)";5.94;1.23;4.82926829268293;0;0;0;1;0;3235;18;3216;24;13.131;9.149;1;0;0;0;0;1;0;1;0;0;1;1981;NA;NA;NA;NA;"0.93799999999999994";"6.2E-2";"0.52400000000000002";"0.47599999999999998";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19368";"1730";0.919;28.28;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;1;0;0;1;0;0.196;166;1;0;34;"X"
956;65;"Van Praag et al. (2013)";5.25;2.7;1.94444444444444;0;0;0;1;0;49198;18;49179;24;13.155;11.055;1;0;0;0;0;1;0;1;0;0;1;1981;NA;NA;NA;NA;"0";"1";"0.63300000000000001";"0.36699999999999999";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19368";"1730";0.919;30.21;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;1;0;0;1;0;0.196;166;1;0;34;"X"
957;65;"Van Praag et al. (2013)";5.23;2.5;2.092;0;0;0;1;0;52433;18;52414;24;13.153;8.997;1;0;0;0;0;1;0;1;0;0;1;1981;NA;NA;NA;NA;"1";"0";"0.51700000000000002";"0.48299999999999998";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19368";"1730";0.919;28.15;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;1;0;0;1;0;0.196;166;1;0;34;"X"
958;65;"Van Praag et al. (2013)";5.29;1.34;3.94776119402985;0;0;0;1;0;3069;19;3049;24;13.131;9.149;1;0;0;0;0;1;0;1;0;0;1;1981;NA;NA;NA;NA;"0.93799999999999994";"6.2E-2";"0.52400000000000002";"0.47599999999999998";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19368";"1730";0.919;28.28;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;1;0;0.196;166;1;0;34;"X"
959;65;"Van Praag et al. (2013)";4.28;2.9;1.47586206896552;0;0;0;1;0;47143;19;47123;24;13.155;11.055;1;0;0;0;0;1;0;1;0;0;1;1981;NA;NA;NA;NA;"0";"1";"0.63300000000000001";"0.36699999999999999";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19368";"1730";0.919;30.21;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;1;0;0.196;166;1;0;34;"X"
960;65;"Van Praag et al. (2013)";4.25;2.7;1.57407407407407;0;0;0;1;0;50212;19;50192;24;13.153;8.997;1;0;0;0;0;1;0;1;0;0;1;1981;NA;NA;NA;NA;"1";"0";"0.51700000000000002";"0.48299999999999998";NA;NA;0;1;NA;NA;"United States";1;0;0;0;0;0;0;1;0;0;"19368";"1730";0.919;28.15;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;1;1;1;0;0;1;0;0.196;166;1;0;34;"X"
961;66;"Morgan & Rmorgan (1998)";6.4;1;6.4;1;0;0;0;0;526;3;522;8;11.6;10.4;1;0;0;1;0;0;0;1;0;0;1;1983;NA;NA;NA;NA;"1";"0";"1";"0";"0.45400000000000001";"0.54600000000000004";0;1;"0";"1";"Nigeria";0;0;0;0;0;0;1;0;1;0;"925";NA;0.703;28;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0.298;6;1;0;19;"X"
962;66;"Morgan & Rmorgan (1998)";5.8;1.2;4.83333333333333;1;0;0;0;0;515;5;509;8;11.6;10.4;1;0;0;1;0;0;0;1;0;0;1;1983;NA;NA;NA;NA;"1";"0";"1";"0";"0.45400000000000001";"0.54600000000000004";0;1;"0";"1";"Nigeria";0;0;0;0;0;0;1;0;1;0;"925";NA;0.703;28;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0.298;6;1;0;19;"X"
963;66;"Morgan & Rmorgan (1998)";8.8;1.6;5.5;1;0;0;0;0;515;5;509;8;11.6;10.4;1;0;0;1;0;0;0;1;0;0;1;1983;NA;NA;NA;NA;"1";"0";"1";"0";"0.45400000000000001";"0.54600000000000004";0;1;"0";"1";"Nigeria";0;0;0;0;0;0;1;0;1;0;"925";NA;0.703;28;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0.298;6;1;0;19;"X"
964;66;"Morgan & Rmorgan (1998)";8.2;2;4.1;1;0;0;0;0;515;13;501;8;11.6;10.4;1;0;0;1;0;0;0;1;0;0;1;1983;NA;NA;NA;NA;"1";"0";"1";"0";"0.45400000000000001";"0.54600000000000004";0;1;"0";"1";"Nigeria";0;0;0;0;0;0;1;0;1;0;"925";NA;0.703;28;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0.298;6;1;0;19;"X"
965;66;"Morgan & Rmorgan (1998)";7.4;0.8;9.25;1;0;0;0;0;526;3;522;8;11.6;10.4;1;0;0;1;0;0;0;1;0;0;1;1983;NA;NA;NA;NA;"1";"0";"1";"0";"0.45400000000000001";"0.54600000000000004";0;1;"0";"1";"Nigeria";0;0;0;0;0;0;1;0;1;0;"925";NA;0.703;28;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0.298;6;1;0;19;"X"
966;66;"Morgan & Rmorgan (1998)";7.1;0.9;7.88888888888889;1;0;0;0;0;515;5;509;8;11.6;10.4;1;0;0;1;0;0;0;1;0;0;1;1983;NA;NA;NA;NA;"1";"0";"1";"0";"0.45400000000000001";"0.54600000000000004";0;1;"0";"1";"Nigeria";0;0;0;0;0;0;1;0;1;0;"925";NA;0.703;28;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0.298;6;1;0;19;"X"
967;66;"Morgan & Rmorgan (1998)";8.4;1.3;6.46153846153846;1;0;0;0;0;515;13;501;8;11.6;10.4;1;0;0;1;0;0;0;1;0;0;1;1983;NA;NA;NA;NA;"1";"0";"1";"0";"0.45400000000000001";"0.54600000000000004";0;1;"0";"1";"Nigeria";0;0;0;0;0;0;1;0;1;0;"925";NA;0.703;28;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0.298;6;1;0;19;"X"
968;66;"Morgan & Rmorgan (1998)";8.8;1.5;5.86666666666667;1;0;0;0;0;515;13;501;8;11.6;10.4;1;0;0;1;0;0;0;1;0;0;1;1983;NA;NA;NA;NA;"1";"0";"1";"0";"0.45400000000000001";"0.54600000000000004";0;1;"0";"1";"Nigeria";0;0;0;0;0;0;1;0;1;0;"925";NA;0.703;28;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0.298;6;1;0;19;"X"
969;67;"Kolstad & Wiig (2015)";21.4;12;1.78333333333333;0;0;1;0;0;1900;11;1888;7;4.69;28.33;1;0;0;0;1;0;0;1;0;1;0;2005;"0.56999999999999995";"0.25";"0.17";"0.01";"0";"1";"0.55000000000000004";"0.45";"1";"0";0;1;"0.85";"0.15";"Malawi";0;0;0;0;0;0;1;0;0;1;NA;"28";0.703;39.02;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0.196;118;1;0;36;"X"
970;67;"Kolstad & Wiig (2015)";6;1;6;0;0;1;0;0;1900;11;1888;7;4.69;28.33;1;0;0;0;1;0;0;1;0;1;0;2005;"0.56999999999999995";"0.25";"0.17";"0.01";"0";"1";"0.55000000000000004";"0.45";"1";"0";0;1;"0.85";"0.15";"Malawi";0;0;0;0;0;0;1;0;0;1;NA;"28";0.703;39.02;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0.196;118;1;0;36;"X"
971;67;"Kolstad & Wiig (2015)";-4.1;1.2;-3.41666666666667;0;0;1;0;0;2926;11;2914;7;4.69;28.33;1;0;0;0;1;0;0;1;0;1;0;2005;"0.56999999999999995";"0.25";"0.17";"0.01";"0";"1";"0.55000000000000004";"0.45";"1";"0";0;1;"0.85";"0.15";"Malawi";0;0;0;0;0;0;1;0;0;1;NA;"28";0.703;39.02;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0.196;118;1;0;36;"X"
972;67;"Kolstad & Wiig (2015)";20;9;2.22222222222222;0;0;1;0;0;1027;11;1015;7;4.69;28.33;1;0;0;0;1;0;0;1;0;1;0;2005;"0.56999999999999995";"0.25";"0.17";"0.01";"0";"1";"0.55000000000000004";"0.45";"1";"0";0;1;"0.85";"0.15";"Malawi";0;0;0;0;0;0;1;0;0;1;NA;"28";0.703;39.02;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0.196;118;1;0;36;"X"
973;67;"Kolstad & Wiig (2015)";20.4;9;2.26666666666667;0;0;1;0;0;1001;11;989;7;4.69;28.33;1;0;0;0;1;0;0;1;0;1;0;2005;"0.56999999999999995";"0.25";"0.17";"0.01";"0";"1";"0.55000000000000004";"0.45";"1";"0";0;1;"0.85";"0.15";"Malawi";0;0;0;0;0;0;1;0;0;1;NA;"28";0.703;39.02;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0.196;118;1;0;36;"X"
974;67;"Kolstad & Wiig (2015)";2.4;14;0.171428571428571;0;0;1;0;0;493;11;481;7;4.69;28.33;1;0;0;0;1;0;0;1;0;1;0;2005;"0.56999999999999995";"0.25";"0.17";"0.01";"0";"1";"0.55000000000000004";"0.45";"1";"0";0;1;"0.85";"0.15";"Malawi";0;0;0;0;0;0;1;0;0;1;NA;"28";0.703;39.02;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0.196;118;1;0;36;"X"
975;67;"Kolstad & Wiig (2015)";21.6;4;5.4;0;0;1;0;0;2260;11;2248;7;4.69;28.33;1;0;0;0;1;0;0;1;0;1;0;2005;"0.56999999999999995";"0.25";"0.17";"0.01";"0";"1";"0.55000000000000004";"0.45";"1";"0";0;1;"0.85";"0.15";"Malawi";0;0;0;0;0;0;1;0;0;1;NA;"28";0.703;39.02;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0.196;118;1;0;36;"X"
976;68;"Fang et al. (2012)";9;0.4;22.5;0;0;1;0;0;11271;22;11248;20;8.88;16.95;1;0;0;0;0;1;1;0;0;0;1;2002;NA;NA;NA;NA;NA;NA;"0.51";"0.49";NA;NA;0;1;"0.75";"0.25";"China";0;1;0;0;0;0;0;0;1;0;"942";"131";0.293;31.83;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0.298;149;1;0;33;"X"
977;68;"Fang et al. (2012)";20;6;3.33333333333333;0;0;1;0;0;11271;22;11248;20;8.88;16.95;1;0;0;0;0;0;1;0;0;0;1;2002;NA;NA;NA;NA;NA;NA;"0.51";"0.49";NA;NA;0;1;"0.75";"0.25";"China";0;1;0;0;0;0;0;0;1;0;"942";"131";0.293;31.83;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0.298;149;1;0;33;"X"
978;68;"Fang et al. (2012)";9;1;9;0;0;1;0;0;11271;22;11248;20;8.88;16.95;1;0;0;0;0;1;1;0;0;0;1;2002;NA;NA;NA;NA;NA;NA;"0.51";"0.49";NA;NA;0;1;"0.75";"0.25";"China";0;1;0;0;0;0;0;0;1;0;"942";"131";0.293;31.83;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0.298;149;1;0;33;"X"
979;68;"Fang et al. (2012)";26;9;2.88888888888889;0;0;1;0;0;11271;22;11248;20;8.88;16.95;1;0;0;0;0;1;1;0;0;0;1;2002;NA;NA;NA;NA;NA;NA;"0.51";"0.49";NA;NA;0;1;"0.75";"0.25";"China";0;1;0;0;0;0;0;0;1;0;"942";"131";0.293;31.83;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0.298;149;1;0;33;"X"
980;68;"Fang et al. (2012)";9;1;9;0;0;1;0;0;7380;22;7357;20;8.66;20.91;1;0;0;0;0;1;1;0;0;0;1;2002;NA;NA;NA;NA;NA;NA;"0.5";"0.5";NA;NA;0;1;"0.73";"0.27";"China";0;1;0;0;0;0;0;0;1;0;"942";"131";0.293;35.57;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0.298;149;1;0;33;"X"
981;68;"Fang et al. (2012)";54;111;0.486486486486487;0;0;1;0;0;7380;22;7357;20;8.66;20.91;1;0;0;0;0;1;1;0;0;0;1;2002;NA;NA;NA;NA;NA;NA;"0.5";"0.5";NA;NA;0;1;"0.73";"0.27";"China";0;1;0;0;0;0;0;0;1;0;"942";"131";0.293;35.57;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0.298;149;1;0;33;"X"
982;68;"Fang et al. (2012)";1;2;0.5;0;0;1;0;0;3891;22;3868;20;9.28;9.46;1;0;0;0;0;1;1;0;0;0;1;2002;NA;NA;NA;NA;NA;NA;"0.52";"0.48";NA;NA;0;1;"0.79";"0.20999999999999996";"China";0;1;0;0;0;0;0;0;1;0;"942";"131";0.293;24.74;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0.298;149;1;0;33;"X"
983;68;"Fang et al. (2012)";4;22;0.181818181818182;0;0;1;0;0;3891;22;3868;20;9.28;9.46;1;0;0;0;0;1;1;0;0;0;1;2002;NA;NA;NA;NA;NA;NA;"0.52";"0.48";NA;NA;0;1;"0.79";"0.20999999999999996";"China";0;1;0;0;0;0;0;0;1;0;"942";"131";0.293;24.74;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0.298;149;1;0;33;"X"
984;68;"Fang et al. (2012)";9;1;9;0;0;1;0;0;11271;22;11248;20;8.46;17.66;1;0;0;0;0;1;1;0;0;0;1;2002;NA;NA;NA;NA;NA;NA;"0";"1";NA;NA;0;1;"0.75";"0.25";"China";0;1;0;0;0;0;0;0;1;0;"942";"131";0.293;32.12;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0.298;149;1;0;33;"X"
985;68;"Fang et al. (2012)";9;1;9;0;0;1;0;0;11271;22;11248;20;9.29;16.25;1;0;0;0;0;1;1;0;0;0;1;2002;NA;NA;NA;NA;NA;NA;"1";"0";NA;NA;0;1;"0.75";"0.25";"China";0;1;0;0;0;0;0;0;1;0;"942";"131";0.293;31.54;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0.298;149;1;0;33;"X"
986;68;"Fang et al. (2012)";9;1;9;0;0;1;0;0;11271;22;11248;20;8.14;17.22;1;0;0;0;0;1;1;0;0;0;1;2002;NA;NA;NA;NA;NA;NA;"0.51";"0.49";NA;NA;0;1;"1";"0";"China";0;1;0;0;0;0;0;0;1;0;"942";"131";0.293;31.36;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0.298;149;1;0;33;"X"
987;68;"Fang et al. (2012)";8;1;8;0;0;1;0;0;11271;22;11248;20;11.09;16.14;1;0;0;0;0;1;1;0;0;0;1;2002;NA;NA;NA;NA;NA;NA;"0.51";"0.49";NA;NA;0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"942";"131";0.293;33.23;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0.298;149;1;0;33;"X"
988;68;"Fang et al. (2012)";9;1;9;0;0;1;0;0;11271;22;11248;20;8.73;16.72;1;0;0;0;0;1;1;0;0;0;1;2002;NA;NA;NA;NA;NA;NA;"0.51";"0.49";NA;NA;0;1;"0.75";"0.25";"China";0;1;0;0;0;0;0;0;1;0;"942";"131";0.293;31.45;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0.298;149;1;0;33;"X"
989;68;"Fang et al. (2012)";9;1;9;0;0;1;0;0;11271;22;11248;20;9.24;17.5;1;0;0;0;0;1;1;0;0;0;1;2002;NA;NA;NA;NA;NA;NA;"0.49";"0.51";NA;NA;0;1;"0.76";"0.24";"China";0;1;0;0;0;0;0;0;1;0;"942";"131";0.293;32.74;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0.298;149;1;0;33;"X"
990;68;"Fang et al. (2012)";10;5;2;0;0;1;0;0;11271;22;11248;20;8.46;17.66;1;0;0;0;0;1;1;0;0;0;1;2002;NA;NA;NA;NA;NA;NA;"0";"1";NA;NA;0;1;"0.75";"0.25";"China";0;1;0;0;0;0;0;0;1;0;"942";"131";0.293;32.12;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0.298;149;1;0;33;"X"
991;68;"Fang et al. (2012)";51;23;2.21739130434783;0;0;1;0;0;11271;22;11248;20;9.29;16.25;1;0;0;0;0;1;1;0;0;0;1;2002;NA;NA;NA;NA;NA;NA;"1";"0";NA;NA;0;1;"0.75";"0.25";"China";0;1;0;0;0;0;0;0;1;0;"942";"131";0.293;31.54;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0.298;149;1;0;33;"X"
992;68;"Fang et al. (2012)";18;7;2.57142857142857;0;0;1;0;0;11271;22;11248;20;8.14;17.22;1;0;0;0;0;1;1;0;0;0;1;2002;NA;NA;NA;NA;NA;NA;"0.51";"0.49";NA;NA;0;1;"1";"0";"China";0;1;0;0;0;0;0;0;1;0;"942";"131";0.293;31.36;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0.298;149;1;0;33;"X"
993;68;"Fang et al. (2012)";14;9;1.55555555555556;0;0;1;0;0;11271;22;11248;20;11.09;16.14;1;0;0;0;0;1;1;0;0;0;1;2002;NA;NA;NA;NA;NA;NA;"0.51";"0.49";NA;NA;0;1;"0";"1";"China";0;1;0;0;0;0;0;0;1;0;"942";"131";0.293;33.23;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0.298;149;1;0;33;"X"
994;68;"Fang et al. (2012)";12;8;1.5;0;0;1;0;0;11271;22;11248;20;8.73;16.72;1;0;0;0;0;1;1;0;0;0;1;2002;NA;NA;NA;NA;NA;NA;"0.51";"0.49";NA;NA;0;1;"0.75";"0.25";"China";0;1;0;0;0;0;0;0;1;0;"942";"131";0.293;31.45;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0.298;149;1;0;33;"X"
995;68;"Fang et al. (2012)";37;12;3.08333333333333;0;0;1;0;0;11271;22;11248;20;9.24;17.5;1;0;0;0;0;1;1;0;0;0;1;2002;NA;NA;NA;NA;NA;NA;"0.49";"0.51";NA;NA;0;1;"0.76";"0.24";"China";0;1;0;0;0;0;0;0;1;0;"942";"131";0.293;32.74;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0.298;149;1;0;33;"X"
996;69;"Campos & Reis (2017)";6.08;0.1;60.8;0;0;0;1;0;990357;3;990353;15;5.6;9.23;1;0;1;0;0;0;0;0;1;0;1;1986;NA;NA;NA;NA;"1";"0";"0.66900000000000004";"0.33099999999999996";"1";"0";1;0;NA;NA;"Portugal";1;0;0;0;0;0;0;1;0;0;"7294";"760";0.95;34.99;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;1;0;0;1;0;0;0.04;4;1;0;38;"X"
997;69;"Campos & Reis (2017)";7.19;0.1;71.9;0;0;0;1;0;1464737;3;1464733;15;7.08;8.42;1;0;1;0;0;0;0;0;1;0;1;1996;NA;NA;NA;NA;"1";"0";"0.60099999999999998";"0.39900000000000002";"1";"0";1;0;NA;NA;"Portugal";1;0;0;0;0;0;0;1;0;0;"10406";"775";0.95;35.8;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;1;0;0;1;0;0;0.04;4;1;0;38;"X"
998;69;"Campos & Reis (2017)";7.3;0.1;73;0;0;0;1;0;1981128;3;1981124;15;8.6;7.51;1;0;1;0;0;0;0;0;1;0;1;2005;NA;NA;NA;NA;"1";"0";"0.57799999999999996";"0.42200000000000004";"1";"0";1;0;NA;NA;"Portugal";1;0;0;0;0;0;0;1;0;0;"12511";"825";0.967;37.27;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;1;0;0;1;0;0;0.04;4;1;0;38;"X"
999;69;"Campos & Reis (2017)";7.15;0.1;71.5;0;0;0;1;0;2042134;3;2042130;15;9.51;7.9;1;0;1;0;0;0;0;0;1;0;1;2010;NA;NA;NA;NA;"1";"0";"0.54800000000000004";"0.45199999999999996";"1";"0";1;0;NA;NA;"Portugal";1;0;0;0;0;0;0;1;0;0;"13110";"960";0.967;38.58;1;0;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;1;0;0;1;0;0;0.04;4;1;0;38;"X"
