"obs_n";"study_id";"study_name";"effect";"se";"t_stat";"est_agg_city";"est_agg_region";"est_agg_country";"n_obs";"regressands";"reg_df";"study_size";"years_of_schooling";"years_of_experience";"schooling_years";"schooling_levels";"wage_log_hourly";"wage_log_daily";"wage_log_monthly_annual";"data_type_survey";"data_type_national_register";"data_cross_section";"data_panel";"data_avgyear";"wage_earners";"self_employed";"gender_male";"gender_female";"white";"non_white";"ethnicity_caucasian";"ethnicity_other";"married";"unmarried";"subjects_identical_twins";"subjects_non_identical_twins";"subjects_not_twins";"country";"income_high";"income_middle";"med_exp";"min_wage";"freedom_index";"mean_age";"method_ols";"method_gls";"method_selection_fe";"method_fd";"method_fdiv";"method_IV";"instr_sibling_ed";"instr_smoking";"instr_other";"age_control";"age_sq_control";"exp_control";"ethnicity_control";"gender_control";"marriage_control";"firm_char_control";"area_control";"macro_var_control";"impact_factor";"citations";"published";"unpublished";"pub_year";"X"
199;11;"Ning (2005)";7.7;0.619469026548673;12.43;1;0;0;488;11;476;36;12.22;15.03;1;0;0;0;1;1;0;1;0;2002;NA;NA;0;1;"0";"1";0;1;"0.66";"0.33999999999999997";1;0;0;"China";0;1;942;131;0.293;34.78;0;1;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;1;0;1;11;"X"
200;11;"Ning (2005)";2.7;1.21621621621622;2.22;1;0;0;488;11;476;36;12.22;15.03;1;0;0;0;1;1;0;1;0;2002;NA;NA;0;1;"0";"1";0;1;"0.66";"0.33999999999999997";1;0;0;"China";0;1;942;131;0.293;34.78;0;1;0;0;0;0;0;0;0;1;1;1;0;1;1;0;0;0;0;1;0;1;11;"X"
201;11;"Ning (2005)";2.3;1.16161616161616;1.98;1;0;0;488;11;476;36;12.22;15.03;1;0;0;0;1;1;0;1;0;2002;NA;NA;0;1;"0";"1";0;1;"0.66";"0.33999999999999997";1;0;0;"China";0;1;942;131;0.293;34.78;0;0;0;0;0;1;1;0;0;1;1;1;0;1;1;0;0;0;0;1;0;1;11;"X"
202;12;"Miller et al. (2004)";6.5;0.2;32.5;0;0;1;2340;5;2334;22;12.514;18.317;1;0;0;0;1;1;0;0;1;1985;NA;NA;0.468;0.532;NA;NA;0;1;"0.70750000000000002";"0.29249999999999998";0.25;0.25;0.5;"Australia";1;0;17464;1807;0.923;36.831;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0.298;19;1;0;10;"X"
203;12;"Miller et al. (2004)";7.6;0.2;38;0;0;1;2340;5;2334;22;12.514;18.317;1;0;0;0;1;1;0;0;1;1985;NA;NA;0.468;0.532;NA;NA;0;1;"0.70750000000000002";"0.29249999999999998";0.25;0.25;0.5;"Australia";1;0;17464;1807;0.923;36.831;0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0;0;0.298;19;1;0;10;"X"
204;12;"Miller et al. (2004)";2.5;0.5;5;0;0;1;602;5;596;22;12.514;18.317;1;0;0;0;1;1;0;0;1;1985;NA;NA;0.468;0.532;NA;NA;0;1;"0.75900000000000001";"0.24099999999999999";1;0;0;"Australia";1;0;17464;1807;0.923;36.831;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0.298;19;1;0;10;"X"
205;12;"Miller et al. (2004)";4.5;0.9;5;0;0;1;602;5;596;22;12.514;18.317;1;0;0;0;1;1;0;0;1;1985;NA;NA;0.468;0.532;NA;NA;0;1;"0.75900000000000001";"0.24099999999999999";1;0;0;"Australia";1;0;17464;1807;0.923;36.831;0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0;0;0.298;19;1;0;10;"X"
206;12;"Miller et al. (2004)";4.5;0.5;9;0;0;1;568;5;562;22;12.695;16.643;1;0;0;0;1;1;0;0;1;1985;NA;NA;0.505;0.495;NA;NA;0;1;"0.72199999999999998";"0.27800000000000002";0;1;0;"Australia";1;0;17464;1807;0.923;35.338;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0.298;19;1;0;10;"X"
207;12;"Miller et al. (2004)";7.4;0.9;8.22222222222222;0;0;1;568;5;562;22;12.695;16.643;1;0;0;0;1;1;0;0;1;1985;NA;NA;0.505;0.495;NA;NA;0;1;"0.72199999999999998";"0.27800000000000002";0;1;0;"Australia";1;0;17464;1807;0.923;35.338;0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0;0;0.298;19;1;0;10;"X"
208;12;"Miller et al. (2004)";4.2;0.9;4.66666666666667;0;0;1;602;5;596;22;12.514;18.317;1;0;0;0;1;1;0;0;1;1985;NA;NA;0.468;0.532;NA;NA;0;1;"0.75900000000000001";"0.24099999999999999";1;0;0;"Australia";1;0;17464;1807;0.923;36.831;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0.298;19;1;0;10;"X"
209;12;"Miller et al. (2004)";1.5;0.6;2.5;0;0;1;602;5;596;22;12.514;18.317;1;0;0;0;1;1;0;0;1;1985;NA;NA;0.468;0.532;NA;NA;0;1;"0.75900000000000001";"0.24099999999999999";1;0;0;"Australia";1;0;17464;1807;0.923;36.831;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0.298;19;1;0;10;"X"
210;12;"Miller et al. (2004)";3.7;0.7;5.28571428571429;0;0;1;568;5;562;22;12.695;16.643;1;0;0;0;1;1;0;0;1;1985;NA;NA;0.505;0.495;NA;NA;0;1;"0.72199999999999998";"0.27800000000000002";0;1;0;"Australia";1;0;17464;1807;0.923;35.338;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0.298;19;1;0;10;"X"
211;12;"Miller et al. (2004)";5.1;0.7;7.28571428571429;0;0;1;568;5;562;22;12.695;16.643;1;0;0;0;1;1;0;0;1;1985;NA;NA;0.505;0.495;NA;NA;0;1;"0.72199999999999998";"0.27800000000000002";0;1;0;"Australia";1;0;17464;1807;0.923;35.338;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0.298;19;1;0;10;"X"
212;12;"Miller et al. (2004)";6.3;1.4;4.5;0;0;1;602;5;596;22;12.514;18.317;1;0;0;0;1;1;0;0;1;1985;NA;NA;0.468;0.532;NA;NA;0;1;"0.75900000000000001";"0.24099999999999999";1;0;0;"Australia";1;0;17464;1807;0.923;36.831;0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0;0;0.298;19;1;0;10;"X"
213;12;"Miller et al. (2004)";3.2;1.2;2.66666666666667;0;0;1;602;5;596;22;12.514;18.317;1;0;0;0;1;1;0;0;1;1985;NA;NA;0.468;0.532;NA;NA;0;1;"0.75900000000000001";"0.24099999999999999";1;0;0;"Australia";1;0;17464;1807;0.923;36.831;0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0;0;0.298;19;1;0;10;"X"
214;12;"Miller et al. (2004)";6.9;1.1;6.27272727272727;0;0;1;568;5;562;22;12.695;16.643;1;0;0;0;1;1;0;0;1;1985;NA;NA;0.505;0.495;NA;NA;0;1;"0.72199999999999998";"0.27800000000000002";0;1;0;"Australia";1;0;17464;1807;0.923;35.338;0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0;0;0.298;19;1;0;10;"X"
215;12;"Miller et al. (2004)";7.6;1.2;6.33333333333333;0;0;1;568;5;562;22;12.695;16.643;1;0;0;0;1;1;0;0;1;1985;NA;NA;0.505;0.495;NA;NA;0;1;"0.72199999999999998";"0.27800000000000002";0;1;0;"Australia";1;0;17464;1807;0.923;35.338;0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0;0;0.298;19;1;0;10;"X"
216;12;"Miller et al. (2004)";4.8;1.2;4;0;0;1;602;5;596;22;12.514;18.317;1;0;0;0;1;1;0;0;1;1985;NA;NA;0.468;0.532;NA;NA;0;1;"0.75900000000000001";"0.24099999999999999";1;0;0;"Australia";1;0;17464;1807;0.923;36.831;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0.298;19;1;0;10;"X"
217;12;"Miller et al. (2004)";1.5;0.8;1.875;0;0;1;602;5;596;22;12.514;18.317;1;0;0;0;1;1;0;0;1;1985;NA;NA;0.468;0.532;NA;NA;0;1;"0.75900000000000001";"0.24099999999999999";1;0;0;"Australia";1;0;17464;1807;0.923;36.831;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0.298;19;1;0;10;"X"
218;12;"Miller et al. (2004)";3.7;0.9;4.11111111111111;0;0;1;568;5;562;22;12.695;16.643;1;0;0;0;1;1;0;0;1;1985;NA;NA;0.505;0.495;NA;NA;0;1;"0.72199999999999998";"0.27800000000000002";0;1;0;"Australia";1;0;17464;1807;0.923;35.338;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0.298;19;1;0;10;"X"
219;12;"Miller et al. (2004)";5.7;0.8;7.125;0;0;1;568;5;562;22;12.695;16.643;1;0;0;0;1;1;0;0;1;1985;NA;NA;0.505;0.495;NA;NA;0;1;"0.72199999999999998";"0.27800000000000002";0;1;0;"Australia";1;0;17464;1807;0.923;35.338;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0.298;19;1;0;10;"X"
220;12;"Miller et al. (2004)";7.8;2.4;3.25;0;0;1;602;5;596;22;12.514;18.317;1;0;0;0;1;1;0;0;1;1985;NA;NA;0.468;0.532;NA;NA;0;1;"0.75900000000000001";"0.24099999999999999";1;0;0;"Australia";1;0;17464;1807;0.923;36.831;0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0;0;0.298;19;1;0;10;"X"
221;12;"Miller et al. (2004)";3.1;1.5;2.06666666666667;0;0;1;602;5;596;22;12.514;18.317;1;0;0;0;1;1;0;0;1;1985;NA;NA;0.468;0.532;NA;NA;0;1;"0.75900000000000001";"0.24099999999999999";1;0;0;"Australia";1;0;17464;1807;0.923;36.831;0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0;0;0.298;19;1;0;10;"X"
222;12;"Miller et al. (2004)";7.6;1.5;5.06666666666667;0;0;1;568;5;562;22;12.695;16.643;1;0;0;0;1;1;0;0;1;1985;NA;NA;0.505;0.495;NA;NA;0;1;"0.72199999999999998";"0.27800000000000002";0;1;0;"Australia";1;0;17464;1807;0.923;35.338;0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0;0;0.298;19;1;0;10;"X"
223;12;"Miller et al. (2004)";7.7;1.4;5.5;0;0;1;568;5;562;22;12.695;16.643;1;0;0;0;1;1;0;0;1;1985;NA;NA;0.505;0.495;NA;NA;0;1;"0.72199999999999998";"0.27800000000000002";0;1;0;"Australia";1;0;17464;1807;0.923;35.338;0;0;0;0;0;1;1;0;0;1;0;0;0;1;1;0;0;0;0.298;19;1;0;10;"X"
224;13;"Isacsson (1999)";4.5;0.2;22.5;0;0;1;2214;6;2207;13;11.3;29.52;1;0;0;0;1;1;0;0;1;1990;NA;NA;0.54;0.46;"1";"0";1;0;"0.67";"0.32999999999999996";0.425;0.575;0;"Sweden";1;0;16476;1012;0.951;46.82;1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0.528;177;1;0;5;"X"
225;13;"Isacsson (1999)";4.6;0.1;46;0;0;1;4984;6;4977;13;11.54;26.56;1;0;0;0;1;1;0;0;1;1990;NA;NA;0.52;0.48;"1";"0";1;0;"0.66";"0.33999999999999997";1;0;0;"Sweden";1;0;16476;1012;0.951;44.1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0.528;177;1;0;5;"X"
226;13;"Isacsson (1999)";4.7;0.1;47;0;0;1;6736;6;6729;13;11.36;26.5;1;0;0;0;1;1;0;0;1;1990;NA;NA;0.58;0.42;"1";"0";1;0;"0.66";"0.33999999999999997";0;1;0;"Sweden";1;0;16476;1012;0.951;43.86;1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0.528;177;1;0;5;"X"
227;13;"Isacsson (1999)";2.2;0.2;11;0;0;1;4984;6;4977;13;11.54;26.56;1;0;0;0;1;1;0;0;1;1990;NA;NA;0.52;0.48;"1";"0";1;0;"0.66";"0.33999999999999997";1;0;0;"Sweden";1;0;16476;1012;0.951;44.1;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0.528;177;1;0;5;"X"
228;13;"Isacsson (1999)";3.9;0.2;19.5;0;0;1;6736;6;6729;13;11.36;26.5;1;0;0;0;1;1;0;0;1;1990;NA;NA;0.58;0.42;"1";"0";1;0;"0.66";"0.33999999999999997";0;1;0;"Sweden";1;0;16476;1012;0.951;43.86;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0.528;177;1;0;5;"X"
229;13;"Isacsson (1999)";2.7;0.3;9;0;0;1;4984;6;4977;13;11.54;26.56;1;0;0;0;1;1;0;0;1;1990;NA;NA;0.52;0.48;"1";"0";1;0;"0.66";"0.33999999999999997";1;0;0;"Sweden";1;0;16476;1012;0.951;44.1;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0.528;177;1;0;5;"X"
230;13;"Isacsson (1999)";4.4;0.2;22;0;0;1;6736;6;6729;13;11.36;26.5;1;0;0;0;1;1;0;0;1;1990;NA;NA;0.58;0.42;"1";"0";1;0;"0.66";"0.33999999999999997";0;1;0;"Sweden";1;0;16476;1012;0.951;43.86;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0.528;177;1;0;5;"X"
231;13;"Isacsson (1999)";3.7;0.4;9.25;0;0;1;4984;6;4977;13;11.54;26.56;1;0;0;0;1;1;0;0;1;1990;NA;NA;0.52;0.48;"1";"0";1;0;"0.66";"0.33999999999999997";1;0;0;"Sweden";1;0;16476;1012;0.951;44.1;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0.528;177;1;0;5;"X"
232;13;"Isacsson (1999)";5;0.2;25;0;0;1;6736;6;6729;13;11.36;26.5;1;0;0;0;1;1;0;0;1;1990;NA;NA;0.58;0.42;"1";"0";1;0;"0.66";"0.33999999999999997";0;1;0;"Sweden";1;0;16476;1012;0.951;43.86;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0.528;177;1;0;5;"X"
233;13;"Isacsson (1999)";4.2;0.5;8.4;0;0;1;4984;6;4977;13;11.54;26.56;1;0;0;0;1;1;0;0;1;1990;NA;NA;0.52;0.48;"1";"0";1;0;"0.66";"0.33999999999999997";1;0;0;"Sweden";1;0;16476;1012;0.951;44.1;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0.528;177;1;0;5;"X"
234;13;"Isacsson (1999)";5.3;0.3;17.6666666666667;0;0;1;6736;6;6729;13;11.36;26.5;1;0;0;0;1;1;0;0;1;1990;NA;NA;0.58;0.42;"1";"0";1;0;"0.66";"0.33999999999999997";0;1;0;"Sweden";1;0;16476;1012;0.951;43.86;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0.528;177;1;0;5;"X"
235;13;"Isacsson (1999)";6;0.7;8.57142857142857;0;0;1;4984;6;4977;13;11.54;26.56;1;0;0;0;1;1;0;0;1;1990;NA;NA;0.52;0.48;"1";"0";1;0;"0.66";"0.33999999999999997";1;0;0;"Sweden";1;0;16476;1012;0.951;44.1;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0.528;177;1;0;5;"X"
236;13;"Isacsson (1999)";6;0.3;20;0;0;1;6736;6;6729;13;11.36;26.5;1;0;0;0;1;1;0;0;1;1990;NA;NA;0.58;0.42;"1";"0";1;0;"0.66";"0.33999999999999997";0;1;0;"Sweden";1;0;16476;1012;0.951;43.86;0;0;1;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0.528;177;1;0;5;"X"
237;14;"Blanchflower & Elias (1999)";5.95;0.328911000552792;18.09;0;0;1;9614;7;9606;21;12.9;19.1;1;0;1;0;0;0;1;0;1;1981;"0.94299999999999995";"5.7000000000000002E-2";0.517;0.483;"0.96099999999999997";"3.9E-2";0;1;"0.48299999999999998";"0.51700000000000002";0.0044;0.0101999999999999;0.9854;"United States";1;0;19368;1730;0.919;38;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;17;0;1;5;"X"
238;14;"Blanchflower & Elias (1999)";4.96;0.340893470790378;14.55;0;0;1;9614;8;9605;21;12.9;19.1;1;0;1;0;0;0;1;0;1;1981;"0.94299999999999995";"5.7000000000000002E-2";0.517;0.483;"0.96099999999999997";"3.9E-2";0;1;"0.48299999999999998";"0.51700000000000002";0.0044;0.0101999999999999;0.9854;"United States";1;0;19368;1730;0.919;38;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;17;0;1;5;"X"
239;14;"Blanchflower & Elias (1999)";4.42;0.3536;12.5;0;0;1;9614;8;9605;21;12.9;19.1;1;0;1;0;0;0;1;0;1;1981;"0.94299999999999995";"5.7000000000000002E-2";0.517;0.483;"0.96099999999999997";"3.9E-2";0;1;"0.48299999999999998";"0.51700000000000002";0.0044;0.0101999999999999;0.9854;"United States";1;0;19368;1730;0.919;38;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;17;0;1;5;"X"
240;14;"Blanchflower & Elias (1999)";4.38;0.358135731807032;12.23;0;0;1;9614;8;9605;21;12.9;19.1;1;0;1;0;0;0;1;0;1;1981;"0.94299999999999995";"5.7000000000000002E-2";0.517;0.483;"0.96099999999999997";"3.9E-2";0;1;"0.48299999999999998";"0.51700000000000002";0.0044;0.0101999999999999;0.9854;"United States";1;0;19368;1730;0.919;38;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;17;0;1;5;"X"
241;14;"Blanchflower & Elias (1999)";3.97;0.361896080218779;10.97;0;0;1;9614;10;9603;21;12.9;19.1;1;0;1;0;0;0;1;0;1;1981;"0.94299999999999995";"5.7000000000000002E-2";0.517;0.483;"0.96099999999999997";"3.9E-2";0;1;"0.48299999999999998";"0.51700000000000002";0.0044;0.0101999999999999;0.9854;"United States";1;0;19368;1730;0.919;38;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;17;0;1;5;"X"
242;14;"Blanchflower & Elias (1999)";4.36;0.354471544715447;12.3;0;0;1;9614;7;9606;21;12.9;19.1;1;0;1;0;0;0;1;0;1;1981;"0.94299999999999995";"5.7000000000000002E-2";0.517;0.483;"0.96099999999999997";"3.9E-2";0;1;"0.48299999999999998";"0.51700000000000002";0.0044;0.0101999999999999;0.9854;"United States";1;0;19368;1730;0.919;38;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;17;0;1;5;"X"
243;14;"Blanchflower & Elias (1999)";4.89;0.341480446927374;14.32;0;0;1;9614;7;9606;21;12.9;19.1;1;0;1;0;0;0;1;0;1;1981;"0.94299999999999995";"5.7000000000000002E-2";0.517;0.483;"0.96099999999999997";"3.9E-2";0;1;"0.48299999999999998";"0.51700000000000002";0.0044;0.0101999999999999;0.9854;"United States";1;0;19368;1730;0.919;38;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;17;0;1;5;"X"
244;14;"Blanchflower & Elias (1999)";4.24;0.35421888053467;11.97;0;0;1;9614;7;9606;21;12.9;19.1;1;0;1;0;0;0;1;0;1;1981;"0.94299999999999995";"5.7000000000000002E-2";0.517;0.483;"0.96099999999999997";"3.9E-2";0;1;"0.48299999999999998";"0.51700000000000002";0.0044;0.0101999999999999;0.9854;"United States";1;0;19368;1730;0.919;38;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;17;0;1;5;"X"
245;14;"Blanchflower & Elias (1999)";11.35;2.2609561752988;5.02;0;0;1;206;7;198;21;12.9;19.1;1;0;1;0;0;0;1;0;1;1981;"0.96199999999999997";"3.7999999999999999E-2";0.514;0.486;"0.97899999999999998";"2.1000000000000001E-2";0;1;"0.47199999999999998";"0.52800000000000002";0.303;0.697;0;"United States";1;0;19368;1730;0.919;38;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;17;0;1;5;"X"
246;14;"Blanchflower & Elias (1999)";8.41;2.55623100303951;3.29;0;0;1;206;8;197;21;12.9;19.1;1;0;1;0;0;0;1;0;1;1981;"0.96199999999999997";"3.7999999999999999E-2";0.514;0.486;"0.97899999999999998";"2.1000000000000001E-2";0;1;"0.47199999999999998";"0.52800000000000002";0.303;0.697;0;"United States";1;0;19368;1730;0.919;38;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;17;0;1;5;"X"
247;14;"Blanchflower & Elias (1999)";9.51;2.48302872062663;3.83;0;0;1;206;8;197;21;12.9;19.1;1;0;1;0;0;0;1;0;1;1981;"0.96199999999999997";"3.7999999999999999E-2";0.514;0.486;"0.97899999999999998";"2.1000000000000001E-2";0;1;"0.47199999999999998";"0.52800000000000002";0.303;0.697;0;"United States";1;0;19368;1730;0.919;38;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;17;0;1;5;"X"
248;14;"Blanchflower & Elias (1999)";7.91;2.6722972972973;2.96;0;0;1;206;8;197;21;12.9;19.1;1;0;1;0;0;0;1;0;1;1981;"0.96199999999999997";"3.7999999999999999E-2";0.514;0.486;"0.97899999999999998";"2.1000000000000001E-2";0;1;"0.47199999999999998";"0.52800000000000002";0.303;0.697;0;"United States";1;0;19368;1730;0.919;38;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;17;0;1;5;"X"
249;14;"Blanchflower & Elias (1999)";8.22;2.64308681672026;3.11;0;0;1;197;8;188;21;12.9;19.1;1;0;1;0;0;0;1;0;1;1981;"0.96199999999999997";"3.7999999999999999E-2";0.514;0.486;"0.97899999999999998";"2.1000000000000001E-2";0;1;"0.47199999999999998";"0.52800000000000002";0.303;0.697;0;"United States";1;0;19368;1730;0.919;38;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;17;0;1;5;"X"
250;14;"Blanchflower & Elias (1999)";8.66;2.61631419939577;3.31;0;0;1;197;8;188;21;12.9;19.1;1;0;1;0;0;0;1;0;1;1981;"0.96199999999999997";"3.7999999999999999E-2";0.514;0.486;"0.97899999999999998";"2.1000000000000001E-2";0;1;"0.47199999999999998";"0.52800000000000002";0.303;0.697;0;"United States";1;0;19368;1730;0.919;38;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;17;0;1;5;"X"
251;14;"Blanchflower & Elias (1999)";7.77;2.67931034482759;2.9;0;0;1;197;8;188;21;12.9;19.1;1;0;1;0;0;0;1;0;1;1981;"0.96199999999999997";"3.7999999999999999E-2";0.514;0.486;"0.97899999999999998";"2.1000000000000001E-2";0;1;"0.47199999999999998";"0.52800000000000002";0.303;0.697;0;"United States";1;0;19368;1730;0.919;38;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;17;0;1;5;"X"
252;14;"Blanchflower & Elias (1999)";5.99;0.365021328458257;16.41;0;0;1;7855;8;7846;21;12.9;19.1;1;0;1;0;0;0;1;0;1;1981;"0.94299999999999995";"5.7000000000000002E-2";0.517;0.483;"0.96099999999999997";"3.9E-2";0;1;"0.48299999999999998";"0.51700000000000002";0.0044;0.0101999999999999;0.9854;"United States";1;0;19368;1730;0.919;38;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;17;0;1;5;"X"
253;14;"Blanchflower & Elias (1999)";8.97;0.637073863636364;14.08;0;0;1;7855;8;7846;21;12.9;19.1;1;0;1;0;0;0;1;0;1;1981;"0.94299999999999995";"5.7000000000000002E-2";0.517;0.483;"0.96099999999999997";"3.9E-2";0;1;"0.48299999999999998";"0.51700000000000002";0.0044;0.0101999999999999;0.9854;"United States";1;0;19368;1730;0.919;38;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;17;0;1;5;"X"
254;14;"Blanchflower & Elias (1999)";4.5;0.767918088737201;5.86;0;0;1;7855;9;7845;21;12.9;19.1;1;0;1;0;0;0;1;0;1;1981;"0.94299999999999995";"5.7000000000000002E-2";0.517;0.483;"0.96099999999999997";"3.9E-2";0;1;"0.48299999999999998";"0.51700000000000002";0.0044;0.0101999999999999;0.9854;"United States";1;0;19368;1730;0.919;38;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;17;0;1;5;"X"
255;14;"Blanchflower & Elias (1999)";7.13;0.682950191570881;10.44;0;0;1;7855;9;7845;21;12.9;19.1;1;0;1;0;0;0;1;0;1;1981;"0.94299999999999995";"5.7000000000000002E-2";0.517;0.483;"0.96099999999999997";"3.9E-2";0;1;"0.48299999999999998";"0.51700000000000002";0.0044;0.0101999999999999;0.9854;"United States";1;0;19368;1730;0.919;38;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;17;0;1;5;"X"
256;14;"Blanchflower & Elias (1999)";7.13;0.649954421148587;10.97;0;0;1;7855;9;7845;21;12.9;19.1;1;0;1;0;0;0;1;0;1;1981;"0.94299999999999995";"5.7000000000000002E-2";0.517;0.483;"0.96099999999999997";"3.9E-2";0;1;"0.48299999999999998";"0.51700000000000002";0.0044;0.0101999999999999;0.9854;"United States";1;0;19368;1730;0.919;38;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;17;0;1;5;"X"
257;14;"Blanchflower & Elias (1999)";5.25;0.75;7;0;0;1;7855;9;7845;21;12.9;19.1;1;0;1;0;0;0;1;0;1;1981;"0.94299999999999995";"5.7000000000000002E-2";0.517;0.483;"0.96099999999999997";"3.9E-2";0;1;"0.48299999999999998";"0.51700000000000002";0.0044;0.0101999999999999;0.9854;"United States";1;0;19368;1730;0.919;38;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;17;0;1;5;"X"
258;15;"Bingley et al. (2009)";2.98;0.05;59.6;0;0;1;8740;4;8735;16;12.62;19.75;1;0;0;0;1;0;1;0;1;1991;"1";"0";0.6;0.4;"1";"0";1;0;"1";"0";1;0;0;"Denmark";1;0;19392;856;0.969;38.37;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;8;0;1;15;"X"
259;15;"Bingley et al. (2009)";3.31;0.04;82.75;0;0;1;14136;4;14131;16;12.41;20.93;1;0;0;0;1;0;1;0;1;1991;"1";"0";0.6;0.4;"1";"0";1;0;"1";"0";0;1;0;"Denmark";1;0;19392;856;0.969;39.34;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;8;0;1;15;"X"
260;15;"Bingley et al. (2009)";3.73;0.06;62.1666666666667;0;0;1;8000;4;7995;16;12.5;19.19;1;0;0;0;1;0;1;0;1;1991;"1";"0";0.6;0.4;"1";"0";1;0;"1";"0";1;0;0;"Denmark";1;0;19392;856;0.969;37.69;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;8;0;1;15;"X"
261;15;"Bingley et al. (2009)";3.7;0.05;74;0;0;1;11236;4;11231;16;12.16;20.69;1;0;0;0;1;0;1;0;1;1991;"1";"0";0.6;0.4;"1";"0";1;0;"1";"0";0;1;0;"Denmark";1;0;19392;856;0.969;38.85;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;8;0;1;15;"X"
262;15;"Bingley et al. (2009)";3.17;0.03;105.666666666667;0;0;1;22876;4;22871;16;12.49;20.48;1;0;0;0;1;0;1;0;1;1991;"1";"0";0.6;0.4;"1";"0";1;0;"1";"0";0.6179;0.3821;0;"Denmark";1;0;19392;856;0.969;38.97;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;8;0;1;15;"X"
